frame_id,timestamp_seconds,is_violent,confidence,ground_truth_violent,capture_confidence_floor
1,0.000000,False,0.000000,False,0.250000
2,0.040000,False,0.000000,False,0.250000
3,0.080000,False,0.000000,False,0.250000
4,0.120000,False,0.000000,False,0.250000
5,0.160000,False,0.000000,False,0.250000
6,0.200000,False,0.000000,False,0.250000
7,0.240000,False,0.000000,False,0.250000
8,0.280000,False,0.000000,False,0.250000
9,0.320000,False,0.000000,False,0.250000
10,0.360000,False,0.000000,False,0.250000
11,0.400000,False,0.000000,False,0.250000
12,0.440000,False,0.000000,False,0.250000
13,0.480000,False,0.000000,False,0.250000
14,0.520000,False,0.000000,False,0.250000
15,0.560000,False,0.000000,False,0.250000
16,0.600000,False,0.000000,False,0.250000
17,0.640000,False,0.000000,False,0.250000
18,0.680000,False,0.000000,False,0.250000
19,0.720000,False,0.000000,False,0.250000
20,0.760000,False,0.000000,False,0.250000
21,0.800000,False,0.000000,False,0.250000
22,0.840000,False,0.000000,False,0.250000
23,0.880000,False,0.000000,False,0.250000
24,0.920000,False,0.000000,False,0.250000
25,0.960000,False,0.000000,False,0.250000
26,1.000000,True,0.254551,False,0.250000
27,1.040000,False,0.000000,False,0.250000
28,1.080000,False,0.000000,False,0.250000
29,1.120000,False,0.000000,False,0.250000
30,1.160000,False,0.000000,False,0.250000
31,1.200000,False,0.000000,False,0.250000
32,1.240000,False,0.000000,False,0.250000
33,1.280000,False,0.000000,False,0.250000
34,1.320000,False,0.000000,False,0.250000
35,1.360000,False,0.000000,False,0.250000
36,1.400000,False,0.000000,False,0.250000
37,1.440000,True,0.309061,False,0.250000
38,1.480000,False,0.000000,False,0.250000
39,1.520000,False,0.000000,False,0.250000
40,1.560000,False,0.000000,False,0.250000
41,1.600000,True,0.309868,False,0.250000
42,1.640000,False,0.000000,False,0.250000
43,1.680000,False,0.000000,False,0.250000
44,1.720000,False,0.000000,False,0.250000
45,1.760000,False,0.000000,False,0.250000
46,1.800000,False,0.000000,False,0.250000
47,1.840000,False,0.000000,False,0.250000
48,1.880000,False,0.000000,False,0.250000
49,1.920000,False,0.000000,False,0.250000
50,1.960000,False,0.000000,False,0.250000
51,2.000000,False,0.000000,False,0.250000
52,2.040000,False,0.000000,False,0.250000
53,2.080000,False,0.000000,False,0.250000
54,2.120000,False,0.000000,False,0.250000
55,2.160000,False,0.000000,False,0.250000
56,2.200000,False,0.000000,False,0.250000
57,2.240000,False,0.000000,False,0.250000
58,2.280000,False,0.000000,False,0.250000
59,2.320000,False,0.000000,False,0.250000
60,2.360000,True,0.722804,False,0.250000
61,2.400000,False,0.000000,False,0.250000
62,2.440000,False,0.000000,False,0.250000
63,2.480000,False,0.000000,False,0.250000
64,2.520000,False,0.000000,False,0.250000
65,2.560000,True,0.320709,False,0.250000
66,2.600000,False,0.000000,False,0.250000
67,2.640000,False,0.000000,False,0.250000
68,2.680000,False,0.000000,False,0.250000
69,2.720000,False,0.000000,False,0.250000
70,2.760000,False,0.000000,False,0.250000
71,2.800000,False,0.000000,False,0.250000
72,2.840000,True,0.270659,False,0.250000
73,2.880000,False,0.000000,False,0.250000
74,2.920000,True,0.397442,False,0.250000
75,2.960000,False,0.000000,False,0.250000
76,3.000000,False,0.000000,False,0.250000
77,3.040000,False,0.000000,False,0.250000
78,3.080000,False,0.000000,False,0.250000
79,3.120000,False,0.000000,False,0.250000
80,3.160000,False,0.000000,False,0.250000
81,3.200000,False,0.000000,False,0.250000
82,3.240000,False,0.000000,False,0.250000
83,3.280000,False,0.000000,False,0.250000
84,3.320000,False,0.000000,False,0.250000
85,3.360000,False,0.000000,False,0.250000
86,3.400000,False,0.000000,False,0.250000
87,3.440000,True,0.528136,False,0.250000
88,3.480000,True,0.490777,False,0.250000
89,3.520000,False,0.000000,False,0.250000
90,3.560000,False,0.000000,False,0.250000
91,3.600000,False,0.000000,False,0.250000
92,3.640000,False,0.000000,False,0.250000
93,3.680000,False,0.000000,False,0.250000
94,3.720000,False,0.000000,False,0.250000
95,3.760000,False,0.000000,False,0.250000
96,3.800000,False,0.000000,False,0.250000
97,3.840000,False,0.000000,False,0.250000
98,3.880000,False,0.000000,False,0.250000
99,3.920000,True,0.508619,False,0.250000
100,3.960000,False,0.000000,False,0.250000
101,4.000000,False,0.000000,False,0.250000
102,4.040000,False,0.000000,False,0.250000
103,4.080000,False,0.000000,False,0.250000
104,4.120000,True,0.549647,False,0.250000
105,4.160000,False,0.000000,False,0.250000
106,4.200000,False,0.000000,False,0.250000
107,4.240000,False,0.000000,False,0.250000
108,4.280000,False,0.000000,False,0.250000
109,4.320000,False,0.000000,False,0.250000
110,4.360000,False,0.000000,False,0.250000
111,4.400000,False,0.000000,False,0.250000
112,4.440000,False,0.000000,False,0.250000
113,4.480000,False,0.000000,False,0.250000
114,4.520000,False,0.000000,False,0.250000
115,4.560000,False,0.000000,False,0.250000
116,4.600000,False,0.000000,False,0.250000
117,4.640000,False,0.000000,False,0.250000
118,4.680000,True,0.370812,False,0.250000
119,4.720000,True,0.351964,False,0.250000
120,4.760000,False,0.000000,False,0.250000
121,4.800000,False,0.000000,False,0.250000
122,4.840000,False,0.000000,False,0.250000
123,4.880000,False,0.000000,False,0.250000
124,4.920000,False,0.000000,False,0.250000
125,4.960000,False,0.000000,False,0.250000
126,5.000000,False,0.000000,False,0.250000
